file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_SM_AS17.vcf	Brahy.D03G0002400.v1.1	0	0	4	3	775.833333333333	295.166666666667	0	0	0.00515574650912997	0.0101637492941841	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.D03G0003000.v1.1	0	0	0	0	302	100	0	0	0	0	*	*	*
temp_vcf4_SM_AS17.vcf	Brahy.D03G0004000.v1.1	0	0	0	16	321.333333333333	107.666666666667	0	0	0	0.148606811145511	-3	*	*
temp_vcf4_SM_AS17.vcf	Brahy.D03G0005900.v1.1	0	0	3	7	435.333333333334	131.666666666667	0	0	0.00689127105666155	0.0531645569620254	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.D03G0006500.v1.1	0	0	0	0	1251.66666666667	434.333333333332	0	0	0	0	*	*	*
temp_vcf4_SM_AS17.vcf	Brahy.D03G0006900.v1.1	0	0	4	3	1083.5	332.5	0	0	0.00369173973234888	0.00902255639097743	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.D03G0007100.v1.1	0	0	15	6	1861.50000000001	562.499999999999	0	0	0.00805801772763896	0.0106666666666667	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.D03G0008600.v1.1	0	0	0	3	1512.33333333334	509.666666666665	0	0	0	0.00588620013080447	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.D03G0009200.v1.1	0	0	18	17	3323.33333333331	1086.66666666667	0	0	0.00541624874623875	0.015644171779141	-2.52631578947368	*	*
temp_vcf4_SM_AS17.vcf	Brahy.D03G0009400.v1.1	0.124731182795699	0	1.93548387096774	3	257.666666666667	87.3333333333333	0.000484079622751743	0	0.00751158035304428	0.034351145038168	0.0241415192507805	0.120707596253902	*
temp_vcf4_SM_AS17.vcf	Brahy.D03G0012000.v1.1	0	0	6	5	1408.66666666667	472.333333333332	0	0	0.00425934690014197	0.0105857445306987	0	*	*
