"","GeneName","PearsonCorrelation","p.Standard","q.Standard","moduleColors"
"1","TRIDC3AG017120",-0.2393551345578,0.10946447660756,0.258567274231674,"turquoise"
"2","TRIDC2BG014800",0.0293682617512074,0.847244075457328,0.593941446884792,"turquoise"
"3","TRIDC7AG036210",-0.33116253411881,0.0240309687964072,0.127499260868283,"grey"
"4","TRIDC5AG047770",-0.392828246287905,0.00648381086877811,0.0678295593122958,"turquoise"
"5","TRIDC2AG035670",0.0675489816815861,0.657314559728668,0.536120270956247,"turquoise"
"6","TRIDC4BG021940",-0.188812043841718,0.210147719559009,0.339950460948271,"turquoise"
"7","TRIDC4BG013910",-0.581795403384036,1.28980318401532e-05,0.00414388813197513,"grey"
"8","TRIDC3BG083350",-0.101987131003169,0.502151956965049,0.477778883277065,"turquoise"
"9","TRIDC2AG028560",-0.414583810197054,0.00381936429887526,0.050048145028054,"turquoise"
"10","TRIDC4AG070460",-0.452112730476441,0.00139450998881134,0.0303300183096404,"grey"
"11","TRIDC2AG037440",-0.0735665985436229,0.628895833946726,0.525207373761491,"turquoise"
"12","TRIDC2AG042920",-0.207785851413905,0.166764117278331,0.310081907849907,"blue"
"13","TRIDC5AG059960",-0.10459806803415,0.491192515903388,0.47390570149649,"turquoise"
"14","TRIDC4BG022240",0.041710164913691,0.784337757130788,0.576425430822769,"turquoise"
"15","TRIDC1BG070890",-0.471128866868336,0.000795767830169625,0.0250573046321509,"grey"
"16","TRIDC3AG075260",-0.431139212528754,0.0024870330853983,0.0400528149800558,"grey"
"17","TRIDC5AG068830",-0.193255695351882,0.199351253761954,0.332792749740632,"blue"
"18","TRIDC7AG029070",-0.306867994269235,0.0375934928662377,0.156869544684538,"grey"
"19","TRIDC3BG025030",-0.0276670545550707,0.855997640970477,0.596074435848882,"turquoise"
"20","TRIDC1AG057700",-0.33293673709847,0.0232252018847767,0.125852163851153,"grey"
"21","TRIDC3BG038850",-0.282835918787951,0.0565654962212275,0.191924057054301,"turquoise"
"22","TRIDC2BG038790",-0.549236317869443,5.1696407906988e-05,0.00762156247648258,"grey"
"23","TRIDC3BG012770",0.420913106395421,0.00325062705019603,0.046124006141039,"turquoise"
"24","TRIDC2BG054610",0.113137689431093,0.456221288851796,0.460082662866388,"turquoise"
"25","TRIDC7BG023490",-0.152237033609493,0.314364505065957,0.39610867861364,"turquoise"
"26","TRIDC2BG039350",-0.315107384586586,0.032429652161371,0.145982568909457,"grey"
"27","TRIDC5BG065490",0.130742981336276,0.388536302980548,0.432939588234354,"turquoise"
"28","TRIDC4AG038540",-0.144773845924936,0.339040474341438,0.408729774439166,"grey"
"29","TRIDC5BG070520",-0.336805165870096,0.0215458209503899,0.121098865865933,"turquoise"
"30","TRIDC4BG017010",-0.244611160639003,0.101585615557906,0.251151793163219,"turquoise"
"31","TRIDC2BG040710",-0.390217870956512,0.00689157742934338,0.0700123451841832,"turquoise"
"32","TRIDC2AG023870",-0.353925941723145,0.0152764029209875,0.103407854067919,"grey"
"33","TRIDC5AG002350",0.341482591421339,0.0196513452219497,0.11545775577664,"turquoise"
"34","TRIDC6BG012730",0.261017419535729,0.0797485478408424,0.22625187439548,"grey"
"35","TRIDC2AG047330",-0.436543395331247,0.00215086661510557,0.0365904588252954,"turquoise"
"36","TRIDC4AG027150",-0.132436090231481,0.382350878533545,0.430060157154767,"turquoise"
"37","TRIDC5AG037770",-0.0938633477195468,0.537023451327776,0.490814636930328,"turquoise"
"38","TRIDC5BG042550",-0.0177779160170682,0.907185061329262,0.611338628310061,"turquoise"
"39","TRIDC6AG055520",-0.092886937720483,0.541291421707311,0.492317560332011,"turquoise"
"40","TRIDC6AG039020",0.347860088732089,0.0172939813282431,0.108911303527348,"red"
"41","TRIDC3AG074310",0.0410903994976879,0.787468331541391,0.577644211204518,"red"
"42","TRIDC1BG068400",0.0940973329539747,0.536003084080561,0.490306883010708,"brown"
"43","TRIDC3BG041880",-0.193324139569111,0.199188042581849,0.332792749740632,"turquoise"
"44","TRIDC7BG025210",-0.0702025698772799,0.644721451038036,0.531803209509272,"turquoise"
"45","TRIDC2BG048280",-0.0676196253239713,0.656978082455941,0.53611395603484,"turquoise"
"46","TRIDC5BG052920",-0.362419191277587,0.0127868881315658,0.0947347156157659,"grey"
"47","TRIDC3AG021330",-0.117920251112234,0.437236012956359,0.451903085926232,"turquoise"
"48","TRIDC2BG038440",0.0545608685303158,0.720242137992718,0.558140900226288,"turquoise"
"49","TRIDC7BG054020",-0.403773036387979,0.00499185127458984,0.0583994026107382,"turquoise"
"50","TRIDC5BG075080",0.103737332189042,0.494791869191811,0.475121564738907,"brown"
"51","TRIDC5AG057060",-0.238812180507247,0.110303926318453,0.258949523256201,"turquoise"
"52","TRIDC5AG022620",-0.245110925889001,0.100859516596173,0.25051746438837,"turquoise"
"53","TRIDC6AG010890",-0.204259987315676,0.174295301592063,0.314284234327231,"grey"
"54","TRIDC5BG035690",-0.111896973323691,0.46121772030966,0.462249725549671,"grey"
"55","TRIDC1BG007360",0.147321634320456,0.330486724121184,0.403256895449238,"red"
"56","TRIDC2BG045140",-0.0461242196751509,0.762140222543002,0.571115906399949,"turquoise"
"57","TRIDC3BG056640",-0.0942504081352461,0.535336055024894,0.490101165663751,"turquoise"
"58","TRIDC6AG024880",-0.0780901807342175,0.607869992238738,0.518013780073874,"turquoise"
"59","TRIDC2AG037250",-0.212474379791909,0.157114995629606,0.302617549798465,"turquoise"
"60","TRIDC5BG033070",-0.133951493241784,0.376863817577902,0.426465256737754,"turquoise"
"61","TRIDC7AG073560",-0.0569963849265337,0.708288405230307,0.554396433101383,"blue"
"62","TRIDC3BG061260",0.304530031313443,0.0391746001092108,0.160690896644794,"turquoise"
"63","TRIDC1AG017300",-0.0858960753298795,0.572312078131506,0.504282121223245,"turquoise"
"64","TRIDC6BG048590",-0.350153317725368,0.0165064462426983,0.106591672868918,"grey"
"65","TRIDC1AG055310",-0.264634416040966,0.0754654384117453,0.220920715852847,"turquoise"
"66","TRIDC6AG055890",-0.177478001121181,0.239492333711142,0.355620793249155,"turquoise"
"67","TRIDC7BG015290",-0.168222131035245,0.265411300794534,0.369993788027899,"turquoise"
"68","TRIDC4AG038880",-0.199888993002811,0.183964119516904,0.32110669341371,"turquoise"
"69","TRIDC1AG038130",0.101533666445895,0.504067869222369,0.478175799709321,"turquoise"
"70","TRIDC5BG070780",0.0846406925583491,0.577966639761551,0.506304291394013,"blue"
"71","TRIDC7AG047050",-0.182790769565865,0.225411625438433,0.348360570178267,"turquoise"
"72","TRIDC3AG034200",-0.0799226910568063,0.59943837863222,0.514182325740265,"turquoise"
"73","TRIDC7AG048010",0.178204262911438,0.237533366178681,0.355157006575905,"blue"
"74","TRIDC3AG026770",-0.392609636310845,0.00651714477617065,0.0680657723183929,"grey"
"75","TRIDC3AG023150",-0.0915385955589658,0.547211561825379,0.49483034434713,"turquoise"
"76","TRIDC7BG025950",-0.149734344302423,0.322510479833956,0.400002121858568,"turquoise"
"77","TRIDC7AG065720",-0.03831096423254,0.801547533684126,0.582044369814616,"turquoise"
"78","TRIDC6BG051730",-0.107957145315584,0.477275145903605,0.46898564735452,"turquoise"
"79","TRIDC2AG066330",-0.172928467730187,0.252010983227817,0.36332809398164,"turquoise"
"80","TRIDC5AG031110",-0.088047611346553,0.562679750881055,0.500460008694456,"turquoise"
"81","TRIDC5AG036480",-0.247065232901577,0.0980579885003592,0.247686086149679,"blue"
"82","TRIDC3BG040800",-0.101302648852342,0.505045343190836,0.478705214794365,"turquoise"
"83","TRIDC3BG026230",-0.171798782858175,0.255185681553757,0.364830226277282,"turquoise"
"84","TRIDC1BG058900",0.0215344143299963,0.887686325732908,0.604962028658567,"turquoise"
"85","TRIDC3BG053370",-0.0393152433284004,0.79645302492345,0.580609873058411,"turquoise"
"86","TRIDC5BG021830",-0.147210353796598,0.330857521904737,0.403331782354155,"turquoise"
"87","TRIDC4AG041950",-0.0619185573874044,0.684340568421658,0.546327015658013,"turquoise"
"88","TRIDC6BG054050",-0.241502752190568,0.106191272200146,0.25582046006173,"turquoise"
"89","TRIDC7BG026840",-0.0136822789842581,0.928504713745905,0.616203623732286,"turquoise"
"90","TRIDC6BG048030",-0.319010377454732,0.0301945894563149,0.142403494002357,"grey"
"91","TRIDC7AG004740",-0.0934377998453291,0.538881571939162,0.491561381214623,"turquoise"
"92","TRIDC5AG020060",0.0176042810922807,0.908087721612636,0.611604034647966,"turquoise"
"93","TRIDC1BG029200",-0.120364926006475,0.427701659794588,0.448769379328661,"turquoise"
"94","TRIDC3BG045410",0.239299870809107,0.109549697710696,0.258567274231674,"turquoise"
"95","TRIDC2AG047030",0.311892889139077,0.0343705074675577,0.150566577505268,"red"
"96","TRIDC4BG028430",-0.208438949956161,0.165395139047519,0.309431764744053,"turquoise"
"97","TRIDC6BG066440",0.0510684527625794,0.737496990361285,0.564529135433408,"purple"
"98","TRIDC6AG029410",-0.0555433478225106,0.715412005930708,0.556317525031358,"turquoise"
"99","TRIDC1AG016470",-0.34705701377032,0.0175771102529202,0.109928675772261,"turquoise"
"100","TRIDC7AG076360",-0.0230285477910946,0.879948115347046,0.603130411399437,"blue"
"101","TRIDC1BG062180",-0.252403408216523,0.0907078599736662,0.239357516921314,"turquoise"
"102","TRIDC6BG067850",0.171591086797308,0.255772233179632,0.365009193541623,"turquoise"
"103","TRIDC5AG068340",-0.12815544705424,0.398100764678579,0.436205903585265,"turquoise"
"104","TRIDC6BG041950",0.235013975066585,0.116312562013474,0.264044961450948,"blue"
"105","TRIDC3BG017400",-0.0345231733560448,0.820833098002148,0.587820725894776,"turquoise"
"106","TRIDC4BG060740",0.138397228157198,0.361035858757807,0.419326825041949,"blue"
"107","TRIDC3AG040010",-0.0922035901024896,0.544287967697086,0.49332377890088,"turquoise"
"108","TRIDC7AG069500",-0.175593396747264,0.244626318300009,0.358636125715361,"turquoise"
"109","TRIDC1AG030790",0.388207580019188,0.00722043650703473,0.0723086756016081,"grey"
"110","TRIDC2BG032790",-0.0244721841288644,0.872481794580376,0.601137698931103,"turquoise"
"111","TRIDC4BG033910",-0.0372500067776103,0.806938310223755,0.583202140369195,"turquoise"
"112","TRIDC4AG012450",0.0189761691040633,0.900958985393723,0.609674623293253,"blue"
"113","TRIDC2AG056930",-0.017662804546493,0.907783468289359,0.611571551981739,"turquoise"
"114","TRIDC5AG046950",-0.170540159297484,0.258753838013074,0.366536669419486,"turquoise"
"115","TRIDC3BG087220",-0.218761350398759,0.14481900655753,0.292071796369067,"grey"
"116","TRIDC2BG039580",0.0993777240655192,0.51322689088033,0.482513343822406,"blue"
"117","TRIDC5BG082550",-0.261087139268213,0.0796642434090565,0.22625187439548,"blue"
"118","TRIDC1BG041580",-0.255517582405163,0.0866197816675032,0.234496257060862,"turquoise"
"119","TRIDC7BG018040",-0.148014597200435,0.328183478746831,0.401891390827736,"turquoise"
"120","TRIDC3BG034150",-0.095029816612438,0.531945962728541,0.489183387196943,"turquoise"
"121","TRIDC7AG043680",0.138107071561688,0.362056585465261,0.419661712279919,"red"
"122","TRIDC3BG057790",-0.110704794513698,0.466046022971466,0.464125366049963,"turquoise"
"123","TRIDC5AG067120",-0.0927941050686689,0.541698040287883,0.492317560332011,"turquoise"
"124","TRIDC2BG043320",0.000340204910747224,0.998220022453186,0.63268418365399,"turquoise"
"125","TRIDC2AG028250",-0.0415114848349232,0.785340975074677,0.576692898573995,"turquoise"
"126","TRIDC1BG031690",0.421158497215355,0.00323014953018738,0.046124006141039,"blue"
"127","TRIDC2BG039030",-0.515040857791984,0.000187791697583217,0.0122531763955718,"brown"
"128","TRIDC4AG013170",0.170856768585768,0.257853172406839,0.366035041583509,"turquoise"
"129","TRIDC1BG059370",-0.0663350678971377,0.663106759904628,0.538416239670239,"turquoise"
"130","TRIDC6BG052020",-0.226418328989819,0.130812391735822,0.279233950479051,"turquoise"
"131","TRIDC5BG076900",-0.25181768290202,0.091493041267425,0.240378320234042,"turquoise"
"132","TRIDC1AG017270",-0.034658685171448,0.820141282867797,0.587657759241108,"turquoise"
"133","TRIDC1AG012280",-0.555300977393268,4.04238054982077e-05,0.00753427380918002,"blue"
"134","TRIDC7BG040110",-0.0255173814509573,0.867082868714702,0.600096617873954,"turquoise"
"135","TRIDC7BG076840",0.00570494140638232,0.970157933230722,0.626973455132595,"turquoise"
"136","TRIDC7BG023760",-0.0246650290578966,0.871485228098163,0.6009647044257,"turquoise"
"137","TRIDC7BG073240",-0.113183769531741,0.456036282667421,0.460082662866388,"turquoise"
"138","TRIDC2BG016210",-0.0013797089093258,0.992781347948569,0.63169221297091,"turquoise"
