file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_SM_ES11.vcf	Brast10G000500.v0.1.stacei	0.409582232134915	0.112044817927171	0	1.78863409770688	807.774709579127	251.461245477053	0.000507050081263771	0.000445574894511511	0	0.0071129612609435	0.171401411289632	0.20173879513514	0.110726643598616
temp_vcf4_SM_ES11.vcf	Brast10G003400.v0.1.stacei	0	0	1	2	1224.16666666667	359.833333333332	0	0	0.000816882232811436	0.00555812876331637	0	*	*
temp_vcf4_SM_ES11.vcf	Brast10G003700.v0.1.stacei	0	0	0	0	426.5	146.5	0	0	0	0	*	*	*
temp_vcf4_SM_ES11.vcf	Brast10G004500.v0.1.stacei	0	0.195192307692308	1	1.89230769230769	1385.16666666667	450.833333333332	0	0.00043295890800512	0.0007219347852244	0.00419735532489693	0.0640631163708087	*	0.192189349112426
temp_vcf4_SM_ES11.vcf	Brast10G005600.v0.1.stacei	0	0	0	0	3905.33333333332	1176.66666666667	0	0	0	0	*	*	*
temp_vcf4_SM_ES11.vcf	Brast10G007100.v0.1.stacei	0	0	24	34	3512.66666666665	1026.33333333334	0	0	0.00683241601821981	0.0331276388437803	-3	*	*
temp_vcf4_SM_ES11.vcf	Brast10G007300.v0.1.stacei	0	0	0	0	242.166666666667	78.8333333333334	0	0	0	0	*	*	*
temp_vcf4_SM_ES11.vcf	Brast10G007700.v0.1.stacei	0	0	3	2	2244.83333333334	797.166666666669	0	0	0.00133640210854555	0.00250888563662972	0	*	*
temp_vcf4_SM_ES11.vcf	Brast10G008300.v0.1.stacei	0	0	14	12	1301	438.999999999999	0	0	0.01076095311299	0.0273348519362187	0	*	*
temp_vcf4_SM_ES11.vcf	Brast10G009600.v0.1.stacei	1.7764598794974	0.485714285714286	6.33333333333333	2.61576929179669	1567.98296927064	451.017030729358	0.00113295865727657	0.00107693114144452	0.00403915951732519	0.00579971290123263	0.148555589225905	0.437823255515511	0.477040816326531
temp_vcf4_SM_ES11.vcf	Brast10G010000.v0.1.stacei	0	0	0	0	4877.66666666666	1428.33333333333	0	0	0	0	*	*	*
temp_vcf4_SM_ES11.vcf	Brast10G010100.v0.1.stacei	0	0	0	0	737.5	237.5	0	0	0	0	*	*	*
