file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_SM_AS17.vcf	Brahy.S07G0002600.v1.1	0	0	3	1	2431	764.000000000002	0	0	0.00123406005758947	0.00130890052356021	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0003500.v1.1	0	0	1	3	1158.5	425.499999999999	0	0	0.000863185153215365	0.00705052878965924	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0005600.v1.1	0	0	3	4	435.500000000001	131.5	0	0	0.00688863375430539	0.0304182509505704	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0005800.v1.1	0	0	4	3	827.333333333332	255.666666666667	0	0	0.00483481063658341	0.0117340286831812	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0008300.v1.1	0	0	4	4	1128.83333333333	362.166666666666	0	0	0.00354348147054481	0.0110446387482743	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0009500.v1.1	2.93045147508134	2.39058702405925	28.9078979542394	13.5541935754604	1684.22751146855	550.772488531452	0.0017399380161687	0.00434042562734637	0.0171638913136108	0.0246094237778661	0.106541887789618	0.402468563258032	0.459346134219086
temp_vcf4_SM_AS17.vcf	Brahy.S07G0010500.v1.1	0	0	11	8	1332.5	416.499999999998	0	0	0.00825515947467166	0.0192076830732294	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0010700.v1.1	0	0	4	2	1029.83333333333	314.166666666667	0	0	0.00388412364460269	0.00636604774535809	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0011000.v1.1	0.0571428571428572	0	4.97142857142857	0	2082.33333333334	644.666666666666	2.74417434654347e-05	0	0.00238743168149282	0	0.0111020408163265	0.0555102040816327	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0013900.v1.1	0	0	0	0	140.166666666667	51.8333333333333	0	0	0	0	*	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0015500.v1.1	0	0	13.1428571428571	53.1428571428571	2873.61224489796	871.306122448982	0	0	0.00457363625387943	0.0609921768866818	-2.84153661464586	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0016700.v1.1	0	0	8	8	781.499999999999	256.5	0	0	0.0102367242482406	0.0311890838206627	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0019900.v1.1	0	0	3	3	1143.83333333333	398.166666666666	0	0	0.00262275972606732	0.00753453327752198	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0020700.v1.1	0	0	0	0	912.833333333332	314.166666666667	0	0	0	0	*	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0022500.v1.1	0	0	92	124	6338.00000000005	1917.99999999998	0	0	0.0145156200694224	0.0646506777893646	-15	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0024700.v1.1	0	0	13	9	1202.33333333333	393.666666666666	0	0	0.010812309398392	0.0228619813717189	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0025400.v1.1	0	0	5	3	1307	444.999999999999	0	0	0.00382555470543229	0.00674157303370787	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0025600.v1.1	0	0	4	2	1357.66666666667	442.333333333333	0	0	0.00294623127915541	0.00452147701582518	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0027900.v1.1	0	0	4	12	2652.66666666667	983.333333333334	0	0	0.00150791656195024	0.0122033898305085	-3	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0028100.v1.1	0	0	0	0	1569.16666666667	551.833333333333	0	0	0	0	*	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0028200.v1.1	0	0	0	0	1766.33333333334	639.666666666667	0	0	0	0	*	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0028600.v1.1	0	0	0	0	720.833333333332	275.166666666667	0	0	0	0	*	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0029700.v1.1	0	0	0	0	2224.5	712.500000000002	0	0	0	0	*	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0030300.v1.1	0	0	0	0	853.666666666666	307.333333333333	0	0	0	0	*	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0031800.v1.1	0.806324110671937	0	0	1.52173913043478	932.333333333332	318.666666666667	0.000864845309980627	0	0	0.00477533199927233	0.257088846880907	0.385633270321361	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0033000.v1.1	0	0	1	2	923.166666666665	336.833333333333	0	0	0.00108322801949811	0.00593765462642257	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0033200.v1.1	0	0	4	1	1735.66666666667	517.333333333331	0	0	0.0023045899750336	0.00193298969072166	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0038700.v1.1	0	0.166666666666667	2	1.91666666666667	855.999999999999	278	0	0.000599520383693045	0.00233644859813084	0.00689448441247002	0.0381944444444445	*	0.152777777777778
temp_vcf4_SM_AS17.vcf	Brahy.S07G0040000.v1.1	0	0	1	0	907.499999999998	271.5	0	0	0.00110192837465565	0	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0040400.v1.1	0	0	2	1	999.333333333332	374.666666666666	0	0	0.00200133422281521	0.00266903914590748	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0045400.v1.1	0	0	3	2	399.166666666667	131.833333333333	0	0	0.00751565762004175	0.0151706700379267	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0051300.v1.1	0	0	1	6	903.666666666665	302.333333333333	0	0	0.00110660272962007	0.019845644983462	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0053000.v1.1	0	0	4	4	1859.83333333334	663.166666666667	0	0	0.00215073035218209	0.00603166624780095	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0058100.v1.1	0	0	112	68	3681.33333333332	1214.66666666667	0	0	0.0304237595074249	0.0559824368825467	-15	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0059300.v1.1	0	0	0	0	119.333333333333	33.6666666666667	0	0	0	0	*	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0062900.v1.1	0	0	3	1	962.666666666665	354.333333333333	0	0	0.00311634349030471	0.00282220131702729	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0064400.v1.1	0	0	5	1	1219.83333333333	400.166666666666	0	0	0.0040989206175707	0.00249895876718035	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0068200.v1.1	3.39320213675736	1.25197989892493	3.72244503862151	2.33533458411507	555.793457053568	162.883013534668	0.00610514948258975	0.00768637485122697	0.00669753303386358	0.0143374961786179	0.37662589245848	0.412844507948227	0.405584881971981
temp_vcf4_SM_AS17.vcf	Brahy.S07G0068500.v1.1	0	0	1	1	294.333333333333	95.6666666666666	0	0	0.00339750849377124	0.0104529616724739	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0069300.v1.1	0	0	0	1	484.333333333334	175.666666666667	0	0	0	0.00569259962049335	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0070000.v1.1	0	0	2	4	1031.33333333333	348.666666666666	0	0	0.00193923723335488	0.011472275334608	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0072300.v1.1	0	0	30	66	4582.66666666665	1405.33333333333	0	0	0.00654640675007276	0.0469639468690702	-3	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0072500.v1.1	0	0	6	5	874.666666666666	295.333333333333	0	0	0.00685975609756098	0.0169300225733634	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0074700.v1.1	0	0	48	159	11157.3333333332	3083.66666666675	0	0	0.00430210325047806	0.0515619932980205	-23.1818181818182	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0080500.v1.1	17.592319370565	5.29239777956534	14.5520583392567	4.861900336443	853.498223387459	278.000275111039	0.0206120163914843	0.0190373832452196	0.0170498988052967	0.0174888328240001	0.423788751732181	0.431779166674677	0.431381157306734
temp_vcf4_SM_AS17.vcf	Brahy.S07G0082600.v1.1	0	0	0	0	978.499999999998	338.5	0	0	0	0	*	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0083300.v1.1	0	0.0540540540540539	2	3.97297297297297	525.009009009009	170.990990990991	0	0.000316122233930452	0.00380945843915162	0.0232349841938883	0.00876552227903578	*	0.0525931336742147
temp_vcf4_SM_AS17.vcf	Brahy.S07G0083800.v1.1	0	0	7	11	716.833333333333	273.166666666667	0	0	0.00976517089049059	0.0402684563758389	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0085400.v1.1	0	0	6	4	775.166666666666	277.833333333333	0	0	0.00774027090948183	0.0143971205758848	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0085900.v1.1	1.89495233359161	0.341394025604552	1.50208745330697	1.21052631578947	315.676277047266	104.323722952734	0.00600283414172389	0.00327244864295368	0.00475831591577615	0.0116035574798066	0.3630184738389	0.461425217683558	0.332409972299169
temp_vcf4_SM_AS17.vcf	Brahy.S07G0087100.v1.1	0	0	3	2	906.333333333332	308.666666666667	0	0	0.00331004045605002	0.00647948164146868	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0089100.v1.1	0	0	1	0	1111.66666666667	388.333333333332	0	0	0.000899550224887557	0	0	*	*
temp_vcf4_SM_AS17.vcf	Brahy.S07G0089600.v1.1	0	0	9	41.259491466388	2175.70981115155	763.668522321912	0	0	0.0041365810614406	0.0540280111859786	-2.78259599706597	*	*
